163	Metal Sheet 7	NA
164	Metal Sheet 4	NA
165	Metal Sheet 5	NA
166	Metal Sheet 6	NA
167	Metal Sheet 1	NA
168	Metal Tread Plate	NA
169	LL Nipple	NA
170	HL Nipple	NA
171	Paint - Black	NA
172	Paint - Red	NA
173	Paint - Silver	NA
174	Paint - Blue	NA
175	Paint - Yellow	NA
176	Pinch Bolt	NA
177	Cup-Shaped Race	NA
178	Cone-Shaped Race	NA
179	Reflector	NA
180	LL Mountain Rim	NA
181	ML Mountain Rim	NA
182	HL Mountain Rim	NA
183	LL Road Rim	NA
184	ML Road Rim	NA
185	HL Road Rim	NA
186	Touring Rim	NA
187	LL Mountain Seat Assembly	NA
188	ML Mountain Seat Assembly	NA
189	HL Mountain Seat Assembly	NA
190	LL Road Seat Assembly	NA
191	ML Road Seat Assembly	NA
192	HL Road Seat Assembly	NA
193	LL Touring Seat Assembly	NA
194	ML Touring Seat Assembly	NA
195	HL Touring Seat Assembly	NA
196	LL Spindle/Axle	NA
197	HL Spindle/Axle	NA
198	LL Shell	NA
199	HL Shell	NA
200	Spokes	NA
201	Seat Lug	NA
202	Stem	NA
203	Seat Post	NA
204	Steerer	NA
205	Seat Stays	NA
206	Seat Tube	NA
207	Top Tube	NA
208	Tension Pulley	NA
209	Rear Derailleur Cage	Silver
210	HL Road Frame - Black, 58	Black
211	HL Road Frame - Red, 58	Red
212	Sport-100 Helmet, Red	Red
213	Sport-100 Helmet, Red	Red
214	Sport-100 Helmet, Red	Red
215	Sport-100 Helmet, Black	Black
216	Sport-100 Helmet, Black	Black
217	Sport-100 Helmet, Black	Black
218	Mountain Bike Socks, M	White
219	Mountain Bike Socks, L	White
220	Sport-100 Helmet, Blue	Blue
221	Sport-100 Helmet, Blue	Blue
222	Sport-100 Helmet, Blue	Blue
223	AWC Logo Cap	Multi
224	AWC Logo Cap	Multi
225	AWC Logo Cap	Multi
226	Long-Sleeve Logo Jersey, S	Multi
227	Long-Sleeve Logo Jersey, S	Multi
228	Long-Sleeve Logo Jersey, S	Multi
229	Long-Sleeve Logo Jersey, M	Multi
230	Long-Sleeve Logo Jersey, M	Multi
231	Long-Sleeve Logo Jersey, M	Multi
232	Long-Sleeve Logo Jersey, L	Multi
233	Long-Sleeve Logo Jersey, L	Multi
234	Long-Sleeve Logo Jersey, L	Multi
235	Long-Sleeve Logo Jersey, XL	Multi
236	Long-Sleeve Logo Jersey, XL	Multi
237	Long-Sleeve Logo Jersey, XL	Multi
238	HL Road Frame - Red, 62	Red
239	HL Road Frame - Red, 62	Red
240	HL Road Frame - Red, 62	Red
241	HL Road Frame - Red, 44	Red
242	HL Road Frame - Red, 44	Red
243	HL Road Frame - Red, 44	Red
244	HL Road Frame - Red, 48	Red
245	HL Road Frame - Red, 48	Red
246	HL Road Frame - Red, 48	Red
247	HL Road Frame - Red, 52	Red
248	HL Road Frame - Red, 52	Red
249	HL Road Frame - Red, 52	Red
250	HL Road Frame - Red, 56	Red
251	HL Road Frame - Red, 56	Red
252	HL Road Frame - Red, 56	Red
253	LL Road Frame - Black, 58	Black
254	LL Road Frame - Black, 58	Black
255	LL Road Frame - Black, 58	Black
256	LL Road Frame - Black, 60	Black
257	LL Road Frame - Black, 60	Black
258	LL Road Frame - Black, 60	Black
259	LL Road Frame - Black, 62	Black
260	LL Road Frame - Black, 62	Black
261	LL Road Frame - Black, 62	Black
262	LL Road Frame - Red, 44	Red
263	LL Road Frame - Red, 44	Red
264	LL Road Frame - Red, 48	Red
265	LL Road Frame - Red, 48	Red
266	LL Road Frame - Red, 52	Red
267	LL Road Frame - Red, 52	Red
268	LL Road Frame - Red, 58	Red
269	LL Road Frame - Red, 58	Red
270	LL Road Frame - Red, 60	Red
271	LL Road Frame - Red, 60	Red
272	LL Road Frame - Red, 62	Red
273	LL Road Frame - Red, 62	Red
274	ML Road Frame - Red, 44	Red
275	ML Road Frame - Red, 48	Red
276	ML Road Frame - Red, 52	Red
277	ML Road Frame - Red, 58	Red
278	ML Road Frame - Red, 60	Red
279	LL Road Frame - Black, 44	Black
280	LL Road Frame - Black, 44	Black
281	LL Road Frame - Black, 44	Black
282	LL Road Frame - Black, 48	Black
283	LL Road Frame - Black, 48	Black
284	LL Road Frame - Black, 48	Black
285	LL Road Frame - Black, 52	Black
286	LL Road Frame - Black, 52	Black
287	LL Road Frame - Black, 52	Black
288	HL Mountain Frame - Silver, 42	Silver
289	HL Mountain Frame - Silver, 42	Silver
290	HL Mountain Frame - Silver, 42	Silver
291	HL Mountain Frame - Silver, 44	Silver
292	HL Mountain Frame - Silver, 48	Silver
293	HL Mountain Frame - Silver, 46	Silver
294	HL Mountain Frame - Silver, 46	Silver
295	HL Mountain Frame - Silver, 46	Silver
296	HL Mountain Frame - Black, 42	Black
297	HL Mountain Frame - Black, 42	Black
298	HL Mountain Frame - Black, 42	Black
299	HL Mountain Frame - Black, 44	Black
300	HL Mountain Frame - Black, 48	Black
301	HL Mountain Frame - Black, 46	Black
302	HL Mountain Frame - Black, 46	Black
303	HL Mountain Frame - Black, 46	Black
304	HL Mountain Frame - Black, 38	Black
305	HL Mountain Frame - Black, 38	Black
306	HL Mountain Frame - Black, 38	Black
307	HL Mountain Frame - Silver, 38	Silver
308	HL Mountain Frame - Silver, 38	Silver
309	HL Mountain Frame - Silver, 38	Silver
310	Road-150 Red, 62	Red
311	Road-150 Red, 44	Red
312	Road-150 Red, 48	Red
313	Road-150 Red, 52	Red
314	Road-150 Red, 56	Red
315	Road-450 Red, 58	Red
316	Road-450 Red, 60	Red
317	Road-450 Red, 44	Red
318	Road-450 Red, 48	Red
319	Road-450 Red, 52	Red
320	Road-650 Red, 58	Red
321	Road-650 Red, 58	Red
322	Road-650 Red, 60	Red
323	Road-650 Red, 60	Red
324	Road-650 Red, 62	Red
325	Road-650 Red, 62	Red
326	Road-650 Red, 44	Red
327	Road-650 Red, 44	Red
328	Road-650 Red, 48	Red
329	Road-650 Red, 48	Red
330	Road-650 Red, 52	Red
331	Road-650 Red, 52	Red
332	Road-650 Black, 58	Black
333	Road-650 Black, 58	Black
334	Road-650 Black, 60	Black
335	Road-650 Black, 60	Black
336	Road-650 Black, 62	Black
337	Road-650 Black, 62	Black
338	Road-650 Black, 44	Black
339	Road-650 Black, 44	Black
340	Road-650 Black, 48	Black
341	Road-650 Black, 48	Black
342	Road-650 Black, 52	Black
343	Road-650 Black, 52	Black
344	Mountain-100 Silver, 38	Silver
345	Mountain-100 Silver, 42	Silver
346	Mountain-100 Silver, 44	Silver
347	Mountain-100 Silver, 48	Silver
348	Mountain-100 Black, 38	Black
349	Mountain-100 Black, 42	Black
350	Mountain-100 Black, 44	Black
351	Mountain-100 Black, 48	Black
352	Mountain-200 Silver, 38	Silver
353	Mountain-200 Silver, 38	Silver
354	Mountain-200 Silver, 42	Silver
355	Mountain-200 Silver, 42	Silver
356	Mountain-200 Silver, 46	Silver
357	Mountain-200 Silver, 46	Silver
358	Mountain-200 Black, 38	Black
359	Mountain-200 Black, 38	Black
360	Mountain-200 Black, 42	Black
361	Mountain-200 Black, 42	Black
362	Mountain-200 Black, 46	Black
363	Mountain-200 Black, 46	Black
364	Mountain-300 Black, 38	Black
365	Mountain-300 Black, 40	Black
366	Mountain-300 Black, 44	Black
367	Mountain-300 Black, 48	Black
368	Road-250 Red, 44	Red
369	Road-250 Red, 48	Red
370	Road-250 Red, 52	Red
371	Road-250 Red, 58	Red
372	Road-250 Red, 58	Red
373	Road-250 Black, 44	Black
374	Road-250 Black, 44	Black
375	Road-250 Black, 48	Black
376	Road-250 Black, 48	Black
377	Road-250 Black, 52	Black
378	Road-250 Black, 52	Black
379	Road-250 Black, 58	Black
380	Road-250 Black, 58	Black
381	Road-550-W Yellow, 38	Yellow
382	Road-550-W Yellow, 38	Yellow
383	Road-550-W Yellow, 40	Yellow
384	Road-550-W Yellow, 40	Yellow
385	Road-550-W Yellow, 42	Yellow
386	Road-550-W Yellow, 42	Yellow
387	Road-550-W Yellow, 44	Yellow
388	Road-550-W Yellow, 44	Yellow
389	Road-550-W Yellow, 48	Yellow
390	Road-550-W Yellow, 48	Yellow
391	LL Fork	NA
392	ML Fork	NA
393	HL Fork	NA
394	LL Headset	NA
395	ML Headset	NA
396	HL Headset	NA
397	LL Mountain Handlebars	NA
398	LL Mountain Handlebars	NA
399	ML Mountain Handlebars	NA
400	ML Mountain Handlebars	NA
401	HL Mountain Handlebars	NA
402	HL Mountain Handlebars	NA
403	LL Road Handlebars	NA
404	LL Road Handlebars	NA
405	ML Road Handlebars	NA
406	ML Road Handlebars	NA
407	HL Road Handlebars	NA
408	HL Road Handlebars	NA
409	ML Mountain Frame - Black, 38	Black
410	LL Mountain Front Wheel	Black
411	ML Mountain Front Wheel	Black
412	HL Mountain Front Wheel	Black
413	LL Road Front Wheel	Black
414	ML Road Front Wheel	Black
415	HL Road Front Wheel	Black
416	Touring Front Wheel	Black
417	ML Road Frame-W - Yellow, 38	Yellow
418	ML Road Frame-W - Yellow, 38	Yellow
419	LL Mountain Rear Wheel	Black
420	ML Mountain Rear Wheel	Black
421	HL Mountain Rear Wheel	Black
422	LL Road Rear Wheel	Black
423	ML Road Rear Wheel	Black
424	HL Road Rear Wheel	Black
425	Touring Rear Wheel	Black
426	ML Mountain Frame - Black, 40	Black
427	ML Mountain Frame - Black, 44	Black
428	ML Mountain Frame - Black, 48	Black
429	ML Road Frame-W - Yellow, 40	Yellow
430	ML Road Frame-W - Yellow, 40	Yellow
431	ML Road Frame-W - Yellow, 42	Yellow
432	ML Road Frame-W - Yellow, 42	Yellow
433	ML Road Frame-W - Yellow, 44	Yellow
434	ML Road Frame-W - Yellow, 44	Yellow
435	ML Road Frame-W - Yellow, 48	Yellow
436	ML Road Frame-W - Yellow, 48	Yellow
437	HL Road Frame - Black, 62	Black
438	HL Road Frame - Black, 62	Black
439	HL Road Frame - Black, 44	Black
440	HL Road Frame - Black, 44	Black
441	HL Road Frame - Black, 48	Black
442	HL Road Frame - Black, 48	Black
443	HL Road Frame - Black, 52	Black
444	HL Road Frame - Black, 52	Black
445	Men's Sports Shorts, S	Black
446	Touring-Panniers, Large	Grey
447	Cable Lock	NA
448	Minipump	NA
449	Mountain Pump	NA
450	Taillights - Battery-Powered	NA
451	Headlights - Dual-Beam	NA
452	Headlights - Weatherproof	NA
453	Men's Sports Shorts, M	Black
454	Men's Sports Shorts, L	Black
455	Men's Sports Shorts, XL	Black
456	Women's Tights, S	Black
457	Women's Tights, M	Black
458	Women's Tights, L	Black
459	Men's Bib-Shorts, S	Multi
460	Men's Bib-Shorts, M	Multi
461	Men's Bib-Shorts, L	Multi
462	Half-Finger Gloves, S	Black
463	Half-Finger Gloves, S	Black
464	Half-Finger Gloves, M	Black
465	Half-Finger Gloves, M	Black
466	Half-Finger Gloves, L	Black
467	Half-Finger Gloves, L	Black
468	Full-Finger Gloves, S	Black
469	Full-Finger Gloves, M	Black
470	Full-Finger Gloves, L	Black
471	Classic Vest, S	Blue
472	Classic Vest, M	Blue
473	Classic Vest, L	Blue
474	Women's Mountain Shorts, S	Black
475	Women's Mountain Shorts, M	Black
476	Women's Mountain Shorts, L	Black
477	Water Bottle - 30 oz.	NA
478	Mountain Bottle Cage	NA
479	Road Bottle Cage	NA
480	Patch Kit/8 Patches	NA
481	Racing Socks, M	White
482	Racing Socks, L	White
483	Hitch Rack - 4-Bike	NA
484	Bike Wash - Dissolver	NA
485	Fender Set - Mountain	NA
486	All-Purpose Bike Stand	NA
487	Hydration Pack - 70 oz.	Silver
488	Short-Sleeve Classic Jersey, S	Yellow
489	Short-Sleeve Classic Jersey, M	Yellow
490	Short-Sleeve Classic Jersey, L	Yellow
491	Short-Sleeve Classic Jersey, XL	Yellow
492	HL Touring Frame - Yellow, 60	Yellow
493	LL Touring Frame - Yellow, 62	Yellow
494	HL Touring Frame - Yellow, 46	Yellow
495	HL Touring Frame - Yellow, 50	Yellow
496	HL Touring Frame - Yellow, 54	Yellow
497	HL Touring Frame - Blue, 46	Blue
498	HL Touring Frame - Blue, 50	Blue
499	HL Touring Frame - Blue, 54	Blue
500	HL Touring Frame - Blue, 60	Blue
501	Rear Derailleur	Silver
502	LL Touring Frame - Blue, 50	Blue
503	LL Touring Frame - Blue, 54	Blue
504	LL Touring Frame - Blue, 58	Blue
505	LL Touring Frame - Blue, 62	Blue
506	LL Touring Frame - Yellow, 44	Yellow
507	LL Touring Frame - Yellow, 50	Yellow
508	LL Touring Frame - Yellow, 54	Yellow
509	LL Touring Frame - Yellow, 58	Yellow
510	LL Touring Frame - Blue, 44	Blue
511	ML Mountain Frame-W - Silver, 40	Silver
512	ML Mountain Frame-W - Silver, 42	Silver
513	ML Mountain Frame-W - Silver, 46	Silver
514	Rear Brakes	Silver
515	LL Mountain Seat/Saddle	NA
516	ML Mountain Seat/Saddle	NA
517	HL Mountain Seat/Saddle	NA
518	LL Road Seat/Saddle	NA
519	ML Road Seat/Saddle	NA
520	HL Road Seat/Saddle	NA
521	LL Touring Seat/Saddle	NA
522	ML Touring Seat/Saddle	NA
523	HL Touring Seat/Saddle	NA
524	LL Mountain Frame - Silver, 42	Silver
525	LL Mountain Frame - Silver, 44	Silver
526	LL Mountain Frame - Silver, 48	Silver
527	LL Mountain Frame - Silver, 52	Silver
528	Mountain Tire Tube	NA
529	Road Tire Tube	NA
530	Touring Tire Tube	NA
531	LL Mountain Frame - Black, 42	Black
532	LL Mountain Frame - Black, 44	Black
533	LL Mountain Frame - Black, 48	Black
534	LL Mountain Frame - Black, 52	Black
535	LL Mountain Tire	NA
536	ML Mountain Tire	NA
537	HL Mountain Tire	NA
538	LL Road Tire	NA
539	ML Road Tire	NA
540	HL Road Tire	NA
541	Touring Tire	NA
542	LL Mountain Pedal	Silver/Black
543	ML Mountain Pedal	Silver/Black
544	HL Mountain Pedal	Silver/Black
545	LL Road Pedal	Silver/Black
546	ML Road Pedal	Silver/Black
547	HL Road Pedal	Silver/Black
548	Touring Pedal	Silver/Black
549	ML Mountain Frame-W - Silver, 38	Silver
550	LL Mountain Frame - Black, 40	Black
551	LL Mountain Frame - Silver, 40	Silver
552	Front Derailleur	Silver
553	LL Touring Handlebars	NA
554	HL Touring Handlebars	NA
555	Front Brakes	Silver
556	LL Crankset	Black
557	ML Crankset	Black
558	HL Crankset	Black
559	Chain	Silver
560	Touring-2000 Blue, 60	Blue
561	Touring-1000 Yellow, 46	Yellow
562	Touring-1000 Yellow, 50	Yellow
563	Touring-1000 Yellow, 54	Yellow
564	Touring-1000 Yellow, 60	Yellow
565	Touring-3000 Blue, 54	Blue
566	Touring-3000 Blue, 58	Blue
567	Touring-3000 Blue, 62	Blue
568	Touring-3000 Yellow, 44	Yellow
569	Touring-3000 Yellow, 50	Yellow
570	Touring-3000 Yellow, 54	Yellow
571	Touring-3000 Yellow, 58	Yellow
572	Touring-3000 Yellow, 62	Yellow
573	Touring-1000 Blue, 46	Blue
574	Touring-1000 Blue, 50	Blue
575	Touring-1000 Blue, 54	Blue
576	Touring-1000 Blue, 60	Blue
577	Touring-2000 Blue, 46	Blue
578	Touring-2000 Blue, 50	Blue
579	Touring-2000 Blue, 54	Blue
580	Road-350-W Yellow, 40	Yellow
581	Road-350-W Yellow, 42	Yellow
582	Road-350-W Yellow, 44	Yellow
583	Road-350-W Yellow, 48	Yellow
584	Road-750 Black, 58	Black
585	Touring-3000 Blue, 44	Blue
586	Touring-3000 Blue, 50	Blue
587	Mountain-400-W Silver, 38	Silver
588	Mountain-400-W Silver, 40	Silver
589	Mountain-400-W Silver, 42	Silver
590	Mountain-400-W Silver, 46	Silver
591	Mountain-500 Silver, 40	Silver
592	Mountain-500 Silver, 42	Silver
593	Mountain-500 Silver, 44	Silver
594	Mountain-500 Silver, 48	Silver
595	Mountain-500 Silver, 52	Silver
596	Mountain-500 Black, 40	Black
597	Mountain-500 Black, 42	Black
598	Mountain-500 Black, 44	Black
599	Mountain-500 Black, 48	Black
600	Mountain-500 Black, 52	Black
601	LL Bottom Bracket	NA
602	ML Bottom Bracket	NA
603	HL Bottom Bracket	NA
604	Road-750 Black, 44	Black
605	Road-750 Black, 48	Black
606	Road-750 Black, 52	Black
\.


